a1,a2,a3,a4,a1_coefficients,a2_coefficients,a3_coefficient,a4_coefficients,b1,b2,b3,b1_coefficients,b2_coefficients,b3_coefficients,c1,c2,c3,c1_coefficients,c2_coefficients,c3_coefficients,ETL_stack_sequence1,ETL_stack_sequence2,ETL_stack_sequence3,ETL_thickness1,ETL_thickness2,ETL_thickness3,HTL_additives_compounds1,HTL_additives_compounds2,HTL_additives_compounds3,HTL_additives_compounds4,Perovskite_deposition_solvents1,Perovskite_deposition_solvents2,Perovskite_deposition_solvents3,HTL_stack_sequence1,HTL_stack_sequence2,Perovskite_deposition_thermal_annealing_temperature1,Perovskite_deposition_thermal_annealing_temperature2,Perovskite_deposition_thermal_annealing_temperature3,Perovskite_deposition_thermal_annealing_temperature4,Perovskite_deposition_thermal_annealing_temperature5,Perovskite_deposition_thermal_annealing_temperature6,Perovskite_deposition_thermal_annealing_temperature7,Perovskite_deposition_thermal_annealing_temperature8,Perovskite_deposition_thermal_annealing_time1,Perovskite_deposition_thermal_annealing_time2,Perovskite_deposition_thermal_annealing_time3,Perovskite_deposition_thermal_annealing_time4,Perovskite_deposition_thermal_annealing_time5,Perovskite_deposition_thermal_annealing_time6,Perovskite_deposition_thermal_annealing_time7,Perovskite_deposition_thermal_annealing_time8,JV_default_PCE,JV_default_PCE
167,494.5,31.1,0,0.05,0.79,0.16,0,119,0,0,1,0,0,196,253.8,0,0.54,2.46,0,47.86,47.86,0,30,150,0,107.87,266,0,0,18,78,0,733.94,0,100,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,13.92,0
167,494.5,31.1,0,0.05,0.79,0.16,0,119,0,0,1,0,0,196,253.8,0,0.54,2.46,0,47.86,47.86,0,30,150,0,107.87,266,0,0,18,78,0,733.94,0,100,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,14.64,0
167,494.5,31.1,0,0.05,0.79,0.16,0,119,0,0,1,0,0,196,253.8,0,0.54,2.46,0,47.86,47.86,0,30,150,0,107.87,266,0,0,18,78,0,733.94,0,100,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,13.98,0
167,494.5,31.1,0,0.05,0.79,0.16,0,119,0,0,1,0,0,196,253.8,0,0.54,2.46,0,47.86,47.86,0,30,150,0,107.87,266,0,0,18,78,0,733.94,0,100,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,16.1,0
167,494.5,31.1,0,0.05,0.79,0.16,0,119,0,0,1,0,0,196,253.8,0,0.54,2.46,0,47.86,47.86,0,30,150,0,107.87,266,0,0,18,78,0,733.94,0,100,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,16.3,0
167,494.5,31.1,0,0.05,0.79,0.16,0,119,0,0,1,0,0,196,253.8,0,0.54,2.46,0,47.86,47.86,0,30,150,0,107.87,266,0,0,18,78,0,733.94,0,100,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,14.8,0
167,494.5,31.1,0,0.05,0.79,0.16,0,119,0,0,1,0,0,196,253.8,0,0.54,2.46,0,47.86,47.86,0,30,150,0,107.87,266,0,0,18,78,0,733.94,0,100,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,16.48,0
167,494.5,31.1,0,0.05,0.79,0.16,0,119,0,0,1,0,0,196,253.8,0,0.54,2.46,0,47.86,47.86,0,30,150,0,107.87,266,0,0,18,78,0,733.94,0,100,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,16.92,0
167,494.5,31.1,0,0.05,0.79,0.16,0,119,0,0,1,0,0,196,253.8,0,0.54,2.46,0,47.86,47.86,0,30,150,0,107.87,266,0,0,18,78,0,733.94,0,100,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,16.53,0
167,494.5,31.1,0,0.05,0.79,0.16,0,119,0,0,1,0,0,196,253.8,0,0.54,2.46,0,47.86,47.86,0,30,150,0,107.87,266,0,0,18,78,0,733.94,0,100,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,12.48,0
167,494.5,31.1,0,0.05,0.79,0.16,0,119,0,0,1,0,0,196,253.8,0,0.54,2.46,0,47.86,47.86,0,30,150,0,253.8,0,0,0,18,78,0,1787.74,0,100,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,17.32,0
167,494.5,31.1,0,0.05,0.79,0.16,0,119,0,0,1,0,0,196,253.8,0,0.54,2.46,0,47.86,47.86,0,30,150,0,107.87,266,0,0,18,78,0,733.94,0,100,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,16.35,0
167,494.5,31.1,0,0.05,0.79,0.16,0,119,0,0,1,0,0,196,253.8,0,0.54,2.46,0,47.86,47.86,0,30,150,0,107.87,266,0,0,18,78,0,733.94,0,100,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,13.73,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,30,250,0,39.1,18,266,0,18,78,0,1787.74,0,100,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,14.3,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,30,250,0,39.1,18,266,0,18,78,0,1787.74,0,100,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,15.01,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,30,250,0,39.1,18,266,0,18,78,0,1787.74,0,100,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,16.51,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,30,250,0,39.1,18,266,0,18,78,0,1787.74,0,100,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,18.09,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,30,250,0,39.1,18,266,0,18,78,0,1787.74,0,100,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,19.23,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,30,250,0,39.1,18,266,0,18,78,0,1787.74,0,100,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,13.84,0
253,31.1,0,0,0.83,0.17,0,0,119,0,0,1,0,0,196,253.8,0,0.51,2.49,0,47.86,47.86,0,0,200,0,39.1,18,266,0,18,78,0,1787.74,0,100,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,17.8,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,20,600,0,253.8,266,0,0,86.1,0,0,1787.74,0,110,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,2.7,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,40,600,0,253.8,266,0,0,86.1,0,0,1787.74,0,110,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,3.7,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,60,600,0,253.8,266,0,0,86.1,0,0,1787.74,0,110,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,8.3,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,80,600,0,253.8,266,0,0,86.1,0,0,1787.74,0,110,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,11.5,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,100,600,0,253.8,266,0,0,86.1,0,0,1787.74,0,110,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,8.2,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,80,200,0,253.8,266,0,0,86.1,0,0,1787.74,0,110,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,3.22,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,80,400,0,253.8,266,0,0,86.1,0,0,1787.74,0,110,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,7.3,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,80,600,0,253.8,266,0,0,86.1,0,0,1787.74,0,110,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,11.5,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,80,800,0,253.8,266,0,0,86.1,0,0,1787.74,0,110,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,9.36,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,25,100,0,253.8,266,0,0,18,78,0,1787.74,0,100,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,18,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,25,100,0,253.8,266,0,0,18,78,0,1787.74,0,100,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,14.9,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,25,100,0,253.8,266,0,0,18,78,0,1787.74,0,100,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,14.5,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,118.71,910.9,0,0,10,0,0,0,0,0,18,0,0,253.8,0,90,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,13.2,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,118.71,910.9,0,0,10,0,0,0,0,0,18,0,0,253.8,0,90,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15.1,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,118.71,910.9,0,0,10,0,0,0,0,0,18,0,0,253.8,0,90,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,13.9,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,118.71,910.9,0,0,10,0,0,0,0,0,18,0,0,253.8,0,90,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15.7,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,118.71,910.9,0,0,10,0,0,0,0,0,18,0,0,1787.74,0,90,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,7.8,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,118.71,910.9,0,0,10,0,253.8,266,0,0,18,0,0,1787.74,0,90,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,17,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,118.71,910.9,0,0,10,0,0,0,0,0,18,0,0,253.8,0,90,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,10.8,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,118.71,910.9,0,0,10,0,0,0,0,0,18,0,0,253.8,0,90,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,13.5,0
253,31.1,0,0,0.83,0.17,0,0,119,0,0,1,0,0,196,253.8,0,0.51,2.49,0,47.86,47.86,0,0,175,0,253.8,266,0,0,18,78,0,63.5,0,100,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8.33,0
253,31.1,0,0,0.83,0.17,0,0,119,0,0,1,0,0,196,253.8,0,0.51,2.49,0,47.86,47.86,0,0,175,0,253.8,266,0,0,18,78,0,63.5,0,100,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4.29,0
253,31.1,0,0,0.83,0.17,0,0,119,0,0,1,0,0,196,253.8,0,0.51,2.49,0,47.86,47.86,0,0,175,0,253.8,266,0,0,18,78,0,63.5,0,100,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3.35,0
253,31.1,0,0,0.83,0.17,0,0,119,0,0,1,0,0,196,253.8,0,0.51,2.49,0,47.86,47.86,0,0,175,0,39.1,18,266,0,18,78,0,1787.74,0,100,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,15.2,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,910.9,0,0,15,0,253.8,266,0,0,18,0,0,1787.74,0,100,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,13,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,0,0,40,0,0,253.8,266,0,0,18,78,0,1787.74,0,100,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,15.7,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,0,0,40,0,0,253.8,266,0,0,18,78,0,1787.74,0,100,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,18.33,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,0,0,15,0,0,253.8,266,0,0,18,0,0,1787.74,0,100,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,17.16,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,50,150,0,253.8,266,0,0,78,99.13,0,1787.74,0,100,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,18.26,0
167,494.5,31.1,0,0.05,0.79,0.16,0,119,0,0,1,0,0,196,253.8,0,0.51,2.49,0,118.71,0,0,20,0,0,253.8,266,0,0,18,78,0,1787.74,0,100,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,1.1,0
167,494.5,31.1,0,0.05,0.79,0.16,0,119,0,0,1,0,0,196,253.8,0,0.51,2.49,0,118.71,0,0,20,0,0,253.8,266,0,0,18,78,0,1787.74,0,100,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,2.3,0
167,494.5,31.1,0,0.05,0.79,0.16,0,119,0,0,1,0,0,196,253.8,0,0.51,2.49,0,118.71,0,0,20,0,0,253.8,266,0,0,18,78,0,1787.74,0,100,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,18.8,0
167,494.5,31.1,0,0.05,0.79,0.16,0,119,0,0,1,0,0,196,253.8,0,0.51,2.49,0,118.71,0,0,20,0,0,253.8,266,0,0,18,78,0,1787.74,0,100,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,19.8,0
167,494.5,31.1,0,0.05,0.79,0.16,0,119,0,0,1,0,0,196,253.8,0,0.51,2.49,0,118.71,0,0,20,0,0,253.8,266,0,0,18,78,0,1787.74,0,100,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,19,0
167,494.5,31.1,0,0.05,0.79,0.16,0,119,0,0,1,0,0,196,253.8,0,0.51,2.49,0,118.71,0,0,20,0,0,253.8,266,0,0,18,78,0,1787.74,0,100,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,2.19,0
167,494.5,31.1,0,0.05,0.79,0.16,0,119,0,0,1,0,0,196,253.8,0,0.51,2.49,0,118.71,0,0,20,0,0,253.8,266,0,0,18,78,0,1787.74,0,100,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,3.09,0
167,494.5,31.1,0,0.05,0.79,0.16,0,119,0,0,1,0,0,196,253.8,0,0.51,2.49,0,118.71,0,0,20,0,0,253.8,266,0,0,18,78,0,1787.74,0,100,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,18.3,0
167,494.5,31.1,0,0.05,0.79,0.16,0,119,0,0,1,0,0,196,253.8,0,0.51,2.49,0,118.71,0,0,20,0,0,253.8,266,0,0,18,78,0,1787.74,0,100,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,19.1,0
167,494.5,31.1,0,0.05,0.79,0.16,0,119,0,0,1,0,0,196,253.8,0,0.51,2.49,0,118.71,0,0,20,0,0,253.8,266,0,0,18,78,0,1787.74,0,100,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,19.96,0
167,494.5,31.1,0,0.05,0.79,0.16,0,119,0,0,1,0,0,196,253.8,0,0.51,2.49,0,118.71,101.96,0,20,0,0,253.8,266,0,0,18,78,0,1787.74,0,100,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,17.1,0
167,494.5,31.1,0,0.05,0.79,0.16,0,119,0,0,1,0,0,196,253.8,0,0.51,2.49,0,118.71,101.96,0,20,0,0,253.8,266,0,0,18,78,0,1787.74,0,100,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,17,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,0,0,300,0,0,253.8,266,0,0,253.8,0,0,1787.74,0,70,85,0,0,0,0,0,0,30,10,0,0,0,0,0,0,9.87,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,0,300,0,253.8,266,0,0,253.8,0,0,1787.74,0,70,85,0,0,0,0,0,0,30,10,0,0,0,0,0,0,11.29,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,45,300,0,253.8,266,0,0,253.8,0,0,1787.74,0,70,85,0,0,0,0,0,0,30,10,0,0,0,0,0,0,12.06,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,55,300,0,253.8,266,0,0,253.8,0,0,1787.74,0,70,85,0,0,0,0,0,0,30,10,0,0,0,0,0,0,14.09,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,35,300,0,253.8,266,0,0,253.8,0,0,1787.74,0,70,85,0,0,0,0,0,0,30,10,0,0,0,0,0,0,15,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,0,0,300,0,0,253.8,266,0,0,253.8,0,0,1787.74,0,70,85,0,0,0,0,0,0,30,10,0,0,0,0,0,0,10.66,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,0,300,0,253.8,266,0,0,253.8,0,0,1787.74,0,70,85,0,0,0,0,0,0,30,10,0,0,0,0,0,0,13.43,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,45,300,0,253.8,266,0,0,253.8,0,0,1787.74,0,70,85,0,0,0,0,0,0,30,10,0,0,0,0,0,0,14.4,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,55,300,0,253.8,266,0,0,253.8,0,0,1787.74,0,70,85,0,0,0,0,0,0,30,10,0,0,0,0,0,0,13.98,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,35,300,0,253.8,266,0,0,253.8,0,0,1787.74,0,70,85,0,0,0,0,0,0,30,10,0,0,0,0,0,0,15.64,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,157.15,0,0,26,0,0,253.8,266,0,0,18,78,0,1787.74,0,60,80,0,0,0,0,0,0,1,2,0,0,0,0,0,0,18.39,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,910.9,0,0,45,0,0,253.8,266,0,0,18,78,0,1787.74,0,60,80,0,0,0,0,0,0,1,2,0,0,0,0,0,0,12.27,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,157.15,0,0,26,0,0,253.8,266,0,0,18,78,0,1787.74,0,60,80,0,0,0,0,0,0,1,2,0,0,0,0,0,0,17.04,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,157.15,0,0,8,0,0,253.8,266,0,0,18,78,0,1787.74,0,60,80,0,0,0,0,0,0,1,2,0,0,0,0,0,0,15.58,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,157.15,0,0,45,0,0,253.8,266,0,0,18,78,0,1787.74,0,60,80,0,0,0,0,0,0,1,2,0,0,0,0,0,0,13.2,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,196,0,0,3,0,0,47.86,47.86,0,75,500,0,253.8,266,0,0,18,0,0,1787.74,0,100,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,1.3,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,196,253.8,0,1.16,1.74,0,47.86,47.86,0,75,500,0,253.8,266,0,0,18,0,0,1787.74,0,100,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,1,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,196,253.8,0,1,2,0,47.86,47.86,0,75,500,0,253.8,266,0,0,18,0,0,1787.74,0,100,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,1.1,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,75,500,0,253.8,266,0,0,18,0,0,1787.74,0,100,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,3.1,0
167,494.5,31.1,0,0.05,0.79,0.16,0,119,0,0,1,0,0,196,253.8,0,0.51,2.49,0,47.86,0,0,50,0,0,253.8,266,0,0,18,78,0,1787.74,0,100,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,18.15,0
167,494.5,31.1,0,0.05,0.79,0.16,0,119,0,0,1,0,0,196,253.8,0,0.51,2.49,0,47.86,0,0,50,0,0,253.8,266,0,0,18,78,0,1787.74,0,100,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,18.9,0
167,494.5,31.1,0,0.05,0.79,0.16,0,119,0,0,1,0,0,196,253.8,0,0.51,2.49,0,47.86,0,0,50,0,0,253.8,266,0,0,18,78,0,1787.74,0,100,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,18.2,0
167,494.5,31.1,0,0.05,0.79,0.16,0,119,0,0,1,0,0,196,253.8,0,0.51,2.49,0,47.86,0,0,50,0,0,253.8,266,0,0,18,78,0,1787.74,0,100,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,18.8,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,0,0,300,0,0,39.1,253.8,266,0,78,0,0,1787.74,0,100,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4.87,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,24.31,0,300,0,0,39.1,253.8,266,0,78,0,0,1787.74,0,100,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,7.5,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,24.31,0,300,0,0,39.1,253.8,266,0,78,0,0,1787.74,0,100,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,9.05,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,24.31,0,300,0,0,39.1,253.8,266,0,78,0,0,1787.74,0,100,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,13.38,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,24.31,0,300,0,0,39.1,253.8,266,0,78,0,0,1787.74,0,100,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,11.75,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,300,0,0,39.1,253.8,266,0,78,0,0,1787.74,0,100,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,12.39,0
167,494.5,31.1,0,0.05,0.79,0.16,0,119,0,0,1,0,0,196,253.8,0,0.51,2.49,0,47.86,47.86,0,20,200,0,39.1,253.8,266,0,18,78,0,1787.74,0,100,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,17.04,0
167,494.5,31.1,0,0.05,0.79,0.16,0,119,0,0,1,0,0,196,253.8,0,0.51,2.49,0,47.86,47.86,0,20,200,0,39.1,253.8,266,0,18,78,0,1787.74,0,100,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,17.83,0
167,494.5,31.1,0,0.05,0.79,0.16,0,119,0,0,1,0,0,196,253.8,0,0.51,2.49,0,47.86,47.86,0,20,200,0,39.1,253.8,266,0,18,78,0,1787.74,0,100,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,17.1,0
167,494.5,31.1,0,0.05,0.79,0.16,0,119,0,0,1,0,0,196,253.8,0,0.51,2.49,0,47.86,47.86,0,20,200,0,39.1,253.8,266,0,18,78,0,1787.74,0,100,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,16.17,0
253,31.1,0,0,0.85,0.15,0,0,119,0,0,1,0,0,196,253.8,0,0.45,2.55,0,47.86,47.86,0,0,500,0,39.1,253.8,266,0,18,78,0,1787.74,0,145,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,17.14,0
253,31.1,0,0,0.85,0.15,0,0,119,0,0,1,0,0,196,253.8,0,0.45,2.55,0,47.86,47.86,0,0,500,0,39.1,253.8,266,0,18,78,0,1787.74,0,145,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,17.55,0
167,494.5,31.1,0,0.05,0.85,0.1,0,119,0,0,1,0,0,196,253.8,0,0.3,2.7,0,47.86,47.86,0,0,500,0,39.1,253.8,266,0,18,78,0,1787.74,0,145,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,17.99,0
167,494.5,31.1,0,0.05,0.85,0.1,0,119,0,0,1,0,0,196,253.8,0,0.3,2.7,0,47.86,47.86,0,0,500,0,39.1,253.8,266,0,18,78,0,1787.74,0,145,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,18.2,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,0,500,0,39.1,253.8,266,0,18,78,0,1787.74,0,145,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,17.24,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,0,500,0,39.1,253.8,266,0,18,78,0,1787.74,0,145,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,16.7,0
253,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,0,500,0,39.1,253.8,266,0,18,78,0,1787.74,0,145,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,14.36,0
253,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,0,500,0,39.1,253.8,266,0,18,78,0,1787.74,0,145,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,10.38,0
167,494.5,0,0,0.125,0.875,0,0,119,0,0,1,0,0,196,253.8,0,0.375,2.625,0,47.86,47.86,0,0,500,0,39.1,253.8,266,0,18,78,0,1787.74,0,145,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,18.45,0
167,494.5,0,0,0.125,0.875,0,0,119,0,0,1,0,0,196,253.8,0,0.375,2.625,0,47.86,47.86,0,0,500,0,39.1,253.8,266,0,18,78,0,1787.74,0,145,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,17.45,0
167,494.5,0,0,0.125,0.875,0,0,119,0,0,1,0,0,196,253.8,0,0.375,2.625,0,47.86,47.86,0,0,500,0,39.1,253.8,266,0,18,78,0,1787.74,0,145,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,18.03,0
167,494.5,0,0,0.125,0.875,0,0,119,0,0,1,0,0,196,253.8,0,0.375,2.625,0,47.86,47.86,0,0,500,0,39.1,253.8,266,0,18,78,0,1787.74,0,145,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,18.45,0
167,494.5,0,0,0.125,0.875,0,0,119,0,0,1,0,0,196,253.8,0,0.375,2.625,0,47.86,47.86,0,0,500,0,39.1,253.8,266,0,18,78,0,1787.74,0,145,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,18.53,0
