,a1,a2,a1_coefficients,a2_coefficients,a3_coefficient,c1_coefficients,c2_coefficients,ETL_stack_sequence1,ETL_stack_sequence2,ETL_stack_sequence3,ETL_thickness1,ETL_thickness2,HTL_additives_compounds1,HTL_additives_compounds2,HTL_additives_compounds3,Perovskite_deposition_solvents1,Perovskite_deposition_solvents2,Perovskite_deposition_solvents3,HTL_stack_sequence1,Perovskite_deposition_thermal_annealing_temperature1,Perovskite_deposition_thermal_annealing_temperature2,Perovskite_deposition_thermal_annealing_time1,Perovskite_deposition_thermal_annealing_time2,JV_default_PCE
2706,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,47.86,0.0,0.0,500.0,253.8,266.0,0.0,253.8,0.0,0.0,1787.74,70,100,30.0,15.0,0
2707,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,50.0,0.0,39.1,253.8,266.0,18.0,0.0,0.0,1787.74,70,0,10.0,0.0,0
2708,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,910.9,0.0,50.0,30.0,39.1,253.8,266.0,18.0,0.0,0.0,1787.74,70,0,10.0,0.0,0
2709,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,50.0,0.0,39.1,253.8,266.0,18.0,0.0,0.0,1787.74,70,0,10.0,0.0,0
2710,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,50.0,0.0,39.1,253.8,266.0,18.0,0.0,0.0,1787.74,70,0,10.0,0.0,0
2711,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,50.0,0.0,39.1,253.8,266.0,18.0,0.0,0.0,1787.74,70,0,10.0,0.0,0
2712,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,910.9,0.0,50.0,30.0,39.1,253.8,266.0,18.0,0.0,0.0,1787.74,70,0,10.0,0.0,0
2713,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,50.0,0.0,39.1,253.8,266.0,18.0,0.0,0.0,1787.74,70,0,10.0,0.0,0
2714,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,50.0,0.0,39.1,253.8,266.0,18.0,0.0,0.0,1787.74,70,0,10.0,0.0,0
2715,217.0,0.0,1.0,0.0,0.0,3.0,0.0,118.71,910.9,0.0,30.0,0.0,39.1,253.8,266.0,18.0,78.0,0.0,1787.74,100,0,45.0,0.0,0
2716,217.0,0.0,1.0,0.0,0.0,3.0,0.0,118.71,910.9,0.0,30.0,0.0,39.1,253.8,266.0,18.0,78.0,0.0,1787.74,100,0,45.0,0.0,0
2717,217.0,0.0,1.0,0.0,0.0,3.0,0.0,118.71,0.0,0.0,50.0,0.0,253.8,266.0,0.0,18.0,78.0,0.0,1787.74,100,0,6.0,0.0,0
2718,217.0,0.0,1.0,0.0,0.0,3.0,0.0,118.71,0.0,0.0,50.0,0.0,253.8,266.0,0.0,18.0,78.0,0.0,1787.74,100,0,6.0,0.0,0
2719,217.0,0.0,1.0,0.0,0.0,3.0,0.0,118.71,0.0,0.0,50.0,0.0,253.8,266.0,0.0,18.0,78.0,0.0,1787.74,100,0,6.0,0.0,0
2720,217.0,0.0,1.0,0.0,0.0,3.0,0.0,118.71,0.0,0.0,50.0,0.0,253.8,266.0,0.0,18.0,78.0,0.0,1787.74,100,0,6.0,0.0,0
2721,217.0,0.0,1.0,0.0,0.0,3.0,0.0,118.71,0.0,0.0,50.0,0.0,253.8,266.0,0.0,18.0,78.0,0.0,1787.74,100,0,6.0,0.0,0
2722,167.0,494.5,0.05,0.81,0.14,0.51,2.49,47.86,47.86,0.0,0.0,200.0,39.1,253.8,266.0,18.0,78.0,0.0,1787.74,100,0,60.0,0.0,1
2723,167.0,494.5,0.05,0.81,0.14,0.51,2.49,47.86,47.86,0.0,0.0,200.0,39.1,253.8,266.0,18.0,78.0,0.0,1787.74,100,0,60.0,0.0,0
2724,167.0,494.5,0.05,0.81,0.14,0.51,2.49,47.86,47.86,0.0,0.0,200.0,39.1,253.8,266.0,18.0,78.0,0.0,1787.74,100,0,60.0,0.0,0
2725,167.0,494.5,0.05,0.81,0.14,0.51,2.49,47.86,47.86,0.0,0.0,200.0,39.1,253.8,266.0,18.0,78.0,0.0,1787.74,100,0,60.0,0.0,0
2726,167.0,494.5,0.05,0.81,0.14,0.51,2.49,47.86,47.86,0.0,0.0,200.0,39.1,253.8,266.0,18.0,78.0,0.0,1787.74,100,0,60.0,0.0,0
2727,167.0,494.5,0.05,0.81,0.14,0.51,2.49,47.86,47.86,0.0,0.0,200.0,39.1,253.8,266.0,18.0,78.0,0.0,1787.74,100,0,60.0,0.0,0
2728,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,40.0,0.0,253.8,266.0,0.0,18.0,0.0,0.0,1787.74,100,0,10.0,0.0,0
2729,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,118.71,0.0,40.0,10.0,253.8,266.0,0.0,18.0,0.0,0.0,1787.74,100,0,10.0,0.0,0
2730,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,47.86,0.0,30.0,150.0,39.1,253.8,266.0,78.0,0.0,0.0,1787.74,100,0,60.0,0.0,0
2731,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,47.86,0.0,130.0,0.0,253.8,266.0,0.0,18.0,0.0,0.0,1787.74,100,0,45.0,0.0,0
2732,253.0,31.1,0.83,0.17,0.0,0.51,2.49,47.86,47.86,0.0,0.0,200.0,39.1,253.8,266.0,18.0,78.0,0.0,1787.74,100,0,60.0,0.0,0
2733,253.0,31.1,0.85,0.15,0.0,0.45,2.55,47.86,47.86,0.0,0.0,200.0,39.1,253.8,266.0,18.0,78.0,0.0,1787.74,100,0,60.0,0.0,0
2734,167.0,494.5,0.05,0.81,0.14,0.45,2.55,47.86,47.86,0.0,0.0,200.0,39.1,253.8,266.0,18.0,78.0,0.0,1787.74,100,0,60.0,0.0,0
2735,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,47.86,0.0,0.0,200.0,253.8,266.0,0.0,18.0,0.0,0.0,1787.74,100,0,10.0,0.0,0
2736,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,47.86,0.0,0.0,200.0,253.8,266.0,0.0,18.0,0.0,0.0,1787.74,100,0,10.0,0.0,0
2737,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,50.0,0.0,253.8,266.0,0.0,18.0,0.0,0.0,1787.74,100,0,45.0,0.0,0
2738,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,50.0,0.0,253.8,266.0,0.0,18.0,0.0,0.0,1787.74,100,0,45.0,0.0,0
2739,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,50.0,0.0,253.8,266.0,0.0,18.0,0.0,0.0,1787.74,100,0,45.0,0.0,0
2740,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,50.0,0.0,253.8,266.0,0.0,18.0,0.0,0.0,1787.74,100,0,45.0,0.0,0
2741,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,50.0,0.0,253.8,266.0,0.0,18.0,0.0,0.0,1787.74,100,0,45.0,0.0,0
2742,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,50.0,0.0,253.8,266.0,0.0,18.0,0.0,0.0,1787.74,100,0,45.0,0.0,0
2743,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,50.0,0.0,253.8,266.0,0.0,18.0,0.0,0.0,1787.74,100,0,45.0,0.0,0
2744,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,47.86,0.0,23.0,0.0,253.8,266.0,0.0,18.0,0.0,0.0,1787.74,50,100,2.0,10.0,0
2745,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,47.86,0.0,40.0,0.0,253.8,266.0,0.0,18.0,0.0,0.0,1787.74,50,100,2.0,10.0,0
2746,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,47.86,0.0,55.0,0.0,253.8,266.0,0.0,18.0,0.0,0.0,1787.74,50,100,2.0,10.0,0
2747,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,47.86,0.0,85.0,0.0,253.8,266.0,0.0,18.0,0.0,0.0,1787.74,50,100,2.0,10.0,0
2748,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,47.86,0.0,60.0,450.0,253.8,266.0,0.0,18.0,0.0,0.0,1787.74,95,0,120.0,0.0,0
2749,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,47.86,0.0,60.0,450.0,253.8,266.0,0.0,18.0,0.0,0.0,1787.74,95,0,120.0,0.0,0
2750,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,60.0,0.0,253.8,266.0,0.0,18.0,0.0,0.0,1787.74,155,0,45.0,0.0,0
2751,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,60.0,0.0,253.8,266.0,0.0,18.0,0.0,0.0,1787.74,155,0,45.0,0.0,0
2752,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,60.0,0.0,253.8,266.0,0.0,18.0,0.0,0.0,1787.74,155,0,45.0,0.0,0
2753,253.0,31.1,0.83,0.17,0.0,0.17,0.83,118.71,0.0,0.0,40.0,0.0,253.8,266.0,0.0,18.0,78.0,0.0,1787.74,65,105,1.0,60.0,0
2754,253.0,31.1,0.83,0.17,0.0,0.17,0.83,118.71,0.0,0.0,40.0,0.0,253.8,266.0,0.0,18.0,78.0,0.0,1787.74,65,105,1.0,60.0,0
2755,253.0,31.1,0.83,0.17,0.0,0.17,0.83,118.71,118.71,0.0,40.0,0.0,253.8,266.0,0.0,18.0,78.0,0.0,1787.74,65,105,1.0,60.0,1
2756,253.0,31.1,0.83,0.17,0.0,0.17,0.83,118.71,118.71,0.0,40.0,0.0,253.8,266.0,0.0,18.0,78.0,0.0,1787.74,65,105,1.0,60.0,0
2757,253.0,31.1,0.83,0.17,0.0,0.17,0.83,118.71,118.71,0.0,40.0,0.0,253.8,266.0,0.0,18.0,78.0,0.0,1787.74,65,105,1.0,60.0,0
2758,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,47.86,0.0,50.0,600.0,253.8,266.0,0.0,18.0,0.0,0.0,1787.74,100,0,120.0,0.0,0
2759,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,47.86,0.0,50.0,600.0,253.8,266.0,0.0,18.0,0.0,0.0,1787.74,100,0,120.0,0.0,0
2760,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,101.963,0.0,50.0,600.0,253.8,266.0,0.0,18.0,0.0,0.0,1787.74,100,0,120.0,0.0,0
2761,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,101.963,0.0,50.0,600.0,253.8,266.0,0.0,18.0,0.0,0.0,1787.74,100,0,120.0,0.0,0
2762,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,60.084,0.0,50.0,600.0,253.8,266.0,0.0,18.0,0.0,0.0,1787.74,100,0,120.0,0.0,0
2763,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,60.084,0.0,50.0,600.0,253.8,266.0,0.0,18.0,0.0,0.0,1787.74,100,0,120.0,0.0,0
2764,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,60.084,0.0,50.0,600.0,253.8,266.0,0.0,18.0,0.0,0.0,1787.74,100,0,120.0,0.0,0
2765,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,60.084,0.0,50.0,600.0,253.8,266.0,0.0,18.0,0.0,0.0,1787.74,100,0,120.0,0.0,0
2766,217.0,0.0,1.0,0.0,0.0,3.0,0.0,720.64,0.0,0.0,15.0,0.0,253.8,266.0,0.0,18.0,0.0,0.0,1787.74,100,0,10.0,0.0,0
2767,217.0,0.0,1.0,0.0,0.0,3.0,0.0,720.64,0.0,0.0,15.0,0.0,253.8,266.0,0.0,18.0,78.0,0.0,1787.74,100,0,10.0,0.0,0
2768,217.0,0.0,1.0,0.0,0.0,3.0,0.0,720.64,0.0,0.0,15.0,0.0,253.8,266.0,0.0,18.0,78.0,0.0,1787.74,100,0,10.0,0.0,0
2769,217.0,0.0,1.0,0.0,0.0,3.0,0.0,720.64,0.0,0.0,15.0,0.0,253.8,266.0,0.0,18.0,78.0,0.0,1787.74,100,0,10.0,0.0,0
2770,253.0,31.1,0.85,0.15,0.0,0.45,2.55,47.86,47.86,0.0,30.0,175.0,39.1,253.8,266.0,18.0,78.0,0.0,1787.74,100,0,60.0,0.0,0
2771,253.0,31.1,0.85,0.15,0.0,0.45,2.55,47.86,47.86,0.0,30.0,175.0,39.1,253.8,266.0,18.0,78.0,0.0,1787.74,100,0,60.0,0.0,0
2772,253.0,31.1,0.85,0.15,0.0,0.45,2.55,47.86,47.86,0.0,30.0,175.0,39.1,253.8,266.0,18.0,78.0,0.0,1787.74,100,0,60.0,0.0,0
2773,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,40.0,0.0,253.8,266.0,0.0,18.0,86.1,0.0,1787.74,100,0,10.0,0.0,0
2774,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,40.0,0.0,253.8,266.0,0.0,18.0,86.1,0.0,1787.74,100,0,10.0,0.0,0
2775,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,40.0,0.0,253.8,266.0,0.0,18.0,86.1,0.0,1787.74,100,0,10.0,0.0,0
2776,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,40.0,0.0,253.8,266.0,0.0,18.0,86.1,0.0,1787.74,100,0,10.0,0.0,0
2777,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,40.0,0.0,253.8,266.0,0.0,18.0,86.1,0.0,1787.74,100,0,10.0,0.0,0
2778,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,40.0,0.0,253.8,266.0,0.0,18.0,86.1,0.0,1787.74,100,0,10.0,0.0,0
2779,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,40.0,0.0,253.8,266.0,0.0,18.0,86.1,0.0,1787.74,100,0,10.0,0.0,0
2780,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,40.0,0.0,253.8,266.0,0.0,18.0,86.1,0.0,1787.74,100,0,10.0,0.0,0
2781,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,40.0,0.0,253.8,266.0,0.0,18.0,86.1,0.0,1787.74,100,0,10.0,0.0,0
2782,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,40.0,0.0,253.8,266.0,0.0,18.0,86.1,0.0,1787.74,100,0,10.0,0.0,0
2783,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,40.0,0.0,253.8,266.0,0.0,18.0,86.1,0.0,1787.74,100,0,10.0,0.0,0
2784,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,40.0,0.0,253.8,266.0,0.0,18.0,86.1,0.0,1787.74,100,0,10.0,0.0,0
2785,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,40.0,0.0,253.8,266.0,0.0,18.0,86.1,0.0,1787.74,100,0,10.0,0.0,0
2786,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,40.0,0.0,253.8,266.0,0.0,18.0,86.1,0.0,1787.74,100,0,10.0,0.0,0
2787,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,40.0,0.0,253.8,266.0,0.0,18.0,86.1,0.0,1787.74,100,0,10.0,0.0,0
2788,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,40.0,0.0,253.8,266.0,0.0,18.0,86.1,0.0,1787.74,100,0,10.0,0.0,0
2789,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,40.0,0.0,253.8,266.0,0.0,18.0,86.1,0.0,1787.74,100,0,10.0,0.0,0
2790,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,40.0,0.0,253.8,266.0,0.0,18.0,86.1,0.0,1787.74,100,0,10.0,0.0,0
2791,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,47.86,0.0,35.0,0.0,253.8,266.0,0.0,18.0,0.0,0.0,1787.74,65,100,1.0,2.0,0
2792,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,47.86,0.0,35.0,0.0,253.8,266.0,0.0,18.0,0.0,0.0,1787.74,65,100,1.0,2.0,0
2793,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,47.86,0.0,35.0,0.0,253.8,266.0,0.0,18.0,0.0,0.0,1787.74,65,100,1.0,2.0,0
2794,167.0,494.5,0.05,0.8,0.15,0.43,2.57,47.86,47.86,0.0,15.0,150.0,253.8,266.0,0.0,18.0,78.0,0.0,1787.74,100,0,60.0,0.0,0
2795,167.0,494.5,0.05,0.8,0.15,0.43,2.57,47.86,47.86,0.0,15.0,150.0,253.8,266.0,0.0,18.0,78.0,0.0,1787.74,100,0,60.0,0.0,0
2796,167.0,494.5,0.05,0.8,0.15,0.43,2.57,47.86,47.86,0.0,15.0,150.0,253.8,266.0,0.0,18.0,78.0,0.0,1787.74,100,0,60.0,0.0,0
2797,167.0,494.5,0.05,0.8,0.15,0.43,2.57,47.86,47.86,0.0,15.0,150.0,253.8,266.0,0.0,18.0,78.0,0.0,1787.74,100,0,60.0,0.0,0
2798,167.0,494.5,0.05,0.8,0.15,0.43,2.57,47.86,47.86,0.0,15.0,150.0,253.8,266.0,0.0,18.0,78.0,0.0,1787.74,100,0,60.0,0.0,0
2799,167.0,494.5,0.05,0.8,0.15,0.43,2.57,47.86,47.86,0.0,15.0,150.0,253.8,266.0,0.0,18.0,78.0,0.0,1787.74,100,0,60.0,0.0,0
2800,167.0,494.5,0.05,0.8,0.15,0.43,2.57,47.86,47.86,0.0,15.0,150.0,253.8,266.0,0.0,18.0,78.0,0.0,1787.74,100,0,60.0,0.0,0
2801,167.0,494.5,0.05,0.8,0.15,0.43,2.57,47.86,47.86,0.0,15.0,150.0,253.8,266.0,0.0,18.0,78.0,0.0,1787.74,100,0,60.0,0.0,0
2802,167.0,494.5,0.05,0.8,0.15,0.43,2.57,47.86,47.86,0.0,15.0,150.0,253.8,266.0,0.0,18.0,78.0,0.0,1787.74,100,0,60.0,0.0,0
2803,217.0,0.0,1.0,0.0,0.0,3.0,0.0,118.71,118.71,0.0,60.0,100.0,253.8,266.0,0.0,253.8,0.0,0.0,1787.74,50,100,3.0,5.0,0
2804,217.0,0.0,1.0,0.0,0.0,3.0,0.0,118.71,118.71,0.0,60.0,200.0,253.8,266.0,0.0,253.8,0.0,0.0,1787.74,50,100,3.0,5.0,0
2805,217.0,0.0,1.0,0.0,0.0,3.0,0.0,118.71,118.71,0.0,60.0,300.0,253.8,266.0,0.0,253.8,0.0,0.0,1787.74,50,100,3.0,5.0,0
2806,217.0,0.0,1.0,0.0,0.0,3.0,0.0,118.71,118.71,0.0,60.0,200.0,253.8,266.0,0.0,253.8,0.0,0.0,1787.74,50,100,3.0,5.0,0
2807,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,50.0,0.0,253.8,266.0,0.0,18.0,78.0,0.0,1787.74,100,0,5.0,0.0,0
2808,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,67.0,0.0,253.8,266.0,0.0,18.0,0.0,0.0,1787.74,30,40,5.0,5.0,0
2809,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,47.0,0.0,253.8,266.0,0.0,18.0,0.0,0.0,1787.74,30,40,5.0,5.0,0
2810,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,36.0,0.0,253.8,266.0,0.0,18.0,0.0,0.0,1787.74,30,40,5.0,5.0,0
2811,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,47.0,0.0,253.8,266.0,0.0,18.0,0.0,0.0,1787.74,30,40,5.0,5.0,0
2812,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,47.0,0.0,253.8,266.0,0.0,18.0,0.0,0.0,1787.74,30,40,5.0,5.0,0
2813,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,47.0,0.0,253.8,266.0,0.0,18.0,0.0,0.0,1787.74,100,0,90.0,0.0,0
2814,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,47.0,0.0,253.8,266.0,0.0,18.0,0.0,0.0,1787.74,100,0,90.0,0.0,0
2815,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,47.0,0.0,253.8,266.0,0.0,18.0,0.0,0.0,1787.74,30,40,5.0,5.0,0
2816,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,47.0,0.0,253.8,266.0,0.0,18.0,0.0,0.0,1787.74,30,40,5.0,5.0,0
2817,253.0,31.1,0.25,0.75,0.0,3.0,0.0,910.9,720.64,360.45,0.0,20.0,18.0,0.0,0.0,18.0,0.0,0.0,157.15,120,0,10.0,0.0,0
2818,253.0,31.1,0.3,0.7,0.0,3.0,0.0,910.9,720.64,360.45,0.0,20.0,18.0,0.0,0.0,18.0,0.0,0.0,157.15,120,0,10.0,0.0,0
2819,253.0,31.1,0.33,0.67,0.0,3.0,0.0,910.9,720.64,360.45,0.0,20.0,18.0,0.0,0.0,18.0,0.0,0.0,157.15,120,0,10.0,0.0,0
2820,253.0,31.1,0.4,0.6,0.0,3.0,0.0,910.9,720.64,360.45,0.0,20.0,18.0,0.0,0.0,18.0,0.0,0.0,157.15,120,0,10.0,0.0,0
2821,253.0,31.1,0.4,0.6,0.0,3.0,0.0,910.9,720.64,360.45,0.0,20.0,18.0,0.0,0.0,18.0,0.0,0.0,157.15,120,0,10.0,0.0,0
2822,217.0,0.0,1.0,0.0,0.0,3.0,0.0,81.4,0.0,0.0,40.0,0.0,253.8,266.0,0.0,253.8,0.0,0.0,1787.74,120,120,10.0,10.0,0
2823,217.0,0.0,1.0,0.0,0.0,3.0,0.0,81.4,0.0,0.0,80.0,0.0,253.8,266.0,0.0,253.8,0.0,0.0,1787.74,120,120,10.0,10.0,0
2824,217.0,0.0,1.0,0.0,0.0,3.0,0.0,81.4,0.0,0.0,130.0,0.0,253.8,266.0,0.0,253.8,0.0,0.0,1787.74,120,120,10.0,10.0,0
2825,217.0,0.0,1.0,0.0,0.0,3.0,0.0,81.4,0.0,0.0,180.0,0.0,253.8,266.0,0.0,253.8,0.0,0.0,1787.74,120,120,10.0,10.0,0
2826,217.0,0.0,1.0,0.0,0.0,3.0,0.0,81.4,0.0,0.0,130.0,0.0,253.8,266.0,0.0,253.8,0.0,0.0,1787.74,120,120,10.0,10.0,0
2827,217.0,0.0,1.0,0.0,0.0,3.0,0.0,81.4,0.0,0.0,130.0,0.0,253.8,266.0,0.0,253.8,0.0,0.0,1787.74,120,120,10.0,10.0,0
2828,217.0,0.0,1.0,0.0,0.0,3.0,0.0,81.4,0.0,0.0,130.0,0.0,253.8,266.0,0.0,253.8,0.0,0.0,1787.74,120,120,10.0,10.0,0
2829,217.0,0.0,1.0,0.0,0.0,0.3,2.7,47.86,47.86,0.0,60.0,200.0,253.8,266.0,0.0,86.1,0.0,0.0,157.15,60,0,720.0,0.0,0
2830,217.0,0.0,1.0,0.0,0.0,0.3,2.7,47.86,47.86,0.0,60.0,200.0,253.8,266.0,0.0,86.1,0.0,0.0,157.15,60,0,720.0,0.0,0
2831,217.0,0.0,1.0,0.0,0.0,0.3,2.7,47.86,47.86,0.0,60.0,200.0,253.8,266.0,0.0,86.1,0.0,0.0,157.15,60,0,720.0,0.0,0
2832,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,47.86,0.0,11.0,0.0,39.1,253.8,266.0,253.8,0.0,0.0,1787.74,70,70,30.0,30.0,0
2833,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,47.86,0.0,11.0,0.0,39.1,253.8,266.0,253.8,0.0,0.0,1787.74,70,70,30.0,30.0,0
2834,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,47.86,0.0,40.0,200.0,253.8,266.0,0.0,78.0,86.1,0.0,1787.74,100,0,8.0,0.0,0
2835,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,47.86,0.0,40.0,200.0,253.8,266.0,0.0,78.0,86.1,0.0,1787.74,100,0,8.0,0.0,0
2836,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,47.86,0.0,40.0,200.0,253.8,266.0,0.0,78.0,86.1,0.0,1787.74,100,0,8.0,0.0,0
2837,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,47.86,0.0,40.0,200.0,253.8,266.0,0.0,78.0,86.1,0.0,1787.74,100,0,8.0,0.0,0
2838,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,47.86,0.0,40.0,200.0,253.8,266.0,0.0,78.0,86.1,0.0,1787.74,100,0,8.0,0.0,0
2839,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,47.86,0.0,40.0,200.0,253.8,266.0,0.0,78.0,86.1,0.0,1787.74,100,0,8.0,0.0,0
2840,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,47.86,0.0,40.0,200.0,253.8,266.0,0.0,78.0,86.1,0.0,1787.74,100,0,8.0,0.0,0
2841,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,47.86,0.0,40.0,200.0,253.8,266.0,0.0,78.0,86.1,0.0,166.28316,100,0,8.0,0.0,0
2842,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,47.86,0.0,40.0,200.0,253.8,266.0,0.0,78.0,86.1,0.0,166.28316,100,0,8.0,0.0,0
2843,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,47.86,0.0,40.0,200.0,253.8,266.0,0.0,78.0,86.1,0.0,166.28316,100,0,8.0,0.0,0
2844,217.0,0.0,1.0,0.0,0.0,3.0,0.0,910.9,18.0,0.0,0.0,1.0,107.87,0.0,0.0,18.0,0.0,0.0,70000.0,95,0,80.0,0.0,0
2845,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,60.0,0.0,253.8,0.0,0.0,18.0,0.0,0.0,259.143,155,0,45.0,0.0,0
2846,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,60.0,0.0,253.8,0.0,0.0,18.0,0.0,0.0,259.143,155,0,45.0,0.0,0
2847,253.0,31.1,0.85,0.15,0.0,0.45,2.55,47.86,0.0,0.0,20.0,0.0,253.8,266.0,0.0,18.0,78.0,0.0,157.15,100,0,60.0,0.0,0
2848,253.0,31.1,0.85,0.15,0.0,0.45,2.55,47.86,118.71,118.71,20.0,20.0,253.8,266.0,0.0,18.0,78.0,0.0,157.15,100,0,60.0,0.0,1
2849,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,47.86,0.0,300.0,0.0,253.8,266.0,0.0,253.8,0.0,0.0,494.5,70,70,30.0,15.0,0
2850,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,47.86,0.0,300.0,0.0,39.1,253.8,266.0,253.8,0.0,0.0,494.5,70,70,30.0,15.0,0
2851,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,47.86,0.0,300.0,0.0,253.8,266.0,0.0,253.8,0.0,0.0,56.06,70,70,30.0,15.0,0
