,a1,a2,a1_coefficients,a2_coefficients,a3_coefficient,c1_coefficients,c2_coefficients,ETL_stack_sequence1,ETL_stack_sequence2,ETL_stack_sequence3,ETL_thickness1,ETL_thickness2,HTL_additives_compounds1,HTL_additives_compounds2,HTL_additives_compounds3,Perovskite_deposition_solvents1,Perovskite_deposition_solvents2,Perovskite_deposition_solvents3,HTL_stack_sequence1,Perovskite_deposition_thermal_annealing_temperature1,Perovskite_deposition_thermal_annealing_temperature2,Perovskite_deposition_thermal_annealing_time1,Perovskite_deposition_thermal_annealing_time2,JV_default_PCE
472,217.0,0.0,1.0,0.0,0.0,3.0,0.0,720.64,720.64,0.0,10.0,40.0,253.8,266.0,0.0,18.0,78.0,0.0,1787.74,100,0,60.0,0.0,0
473,217.0,0.0,1.0,0.0,0.0,3.0,0.0,720.64,720.64,0.0,10.0,40.0,253.8,266.0,0.0,18.0,78.0,0.0,1787.74,100,0,60.0,0.0,0
474,217.0,0.0,1.0,0.0,0.0,3.0,0.0,118.71,0.0,0.0,50.0,0.0,253.8,266.0,0.0,253.8,0.0,0.0,1787.74,70,135,5.0,15.0,0
475,217.0,0.0,1.0,0.0,0.0,3.0,0.0,118.71,0.0,0.0,50.0,0.0,253.8,266.0,0.0,253.8,0.0,0.0,1787.74,70,135,5.0,15.0,0
476,217.0,0.0,1.0,0.0,0.0,3.0,0.0,118.71,0.0,0.0,50.0,0.0,253.8,266.0,0.0,253.8,0.0,0.0,1787.74,70,135,5.0,15.0,1
477,217.0,0.0,1.0,0.0,0.0,3.0,0.0,118.71,0.0,0.0,50.0,0.0,253.8,266.0,0.0,253.8,0.0,0.0,1787.74,70,135,5.0,15.0,0
478,217.0,0.0,1.0,0.0,0.0,3.0,0.0,118.71,0.0,0.0,50.0,0.0,253.8,266.0,0.0,253.8,0.0,0.0,1787.74,70,135,5.0,15.0,0
479,217.0,0.0,1.0,0.0,0.0,3.0,0.0,118.71,0.0,0.0,50.0,0.0,253.8,266.0,0.0,253.8,0.0,0.0,1787.74,70,135,5.0,15.0,0
480,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,47.86,0.0,0.0,300.0,253.8,266.0,0.0,253.8,0.0,0.0,1787.74,90,100,2.0,45.0,0
481,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,47.86,0.0,0.0,300.0,253.8,266.0,0.0,253.8,0.0,0.0,1787.74,90,100,2.0,45.0,0
482,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,47.86,0.0,0.0,300.0,253.8,266.0,0.0,0.0,0.0,0.0,1787.74,90,110,2.0,240.0,0
483,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,47.86,0.0,0.0,300.0,253.8,266.0,0.0,0.0,0.0,0.0,1787.74,90,110,2.0,390.0,0
484,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,47.86,0.0,0.0,300.0,253.8,266.0,0.0,0.0,0.0,0.0,1787.74,90,110,2.0,540.0,0
485,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,47.86,0.0,0.0,300.0,253.8,266.0,0.0,0.0,0.0,0.0,1787.74,90,110,2.0,390.0,0
486,167.0,494.5,0.05,0.79,0.16,2.46,0.0,47.86,0.0,0.0,40.0,0.0,253.8,266.0,0.0,18.0,78.0,0.0,1787.74,100,0,60.0,0.0,0
487,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,380.0,0.0,253.8,266.0,0.0,18.0,78.0,0.0,1787.74,100,0,10.0,0.0,0
488,217.0,0.0,1.0,0.0,0.0,3.0,0.0,12.011,47.86,0.0,140.0,380.0,253.8,266.0,0.0,18.0,78.0,0.0,1787.74,100,0,10.0,0.0,0
489,217.0,0.0,1.0,0.0,0.0,3.0,0.0,12.011,47.86,0.0,140.0,380.0,253.8,266.0,0.0,18.0,78.0,0.0,1787.74,100,0,10.0,0.0,0
490,217.0,0.0,1.0,0.0,0.0,3.0,0.0,12.011,47.86,0.0,140.0,380.0,253.8,266.0,0.0,18.0,78.0,0.0,1787.74,100,0,10.0,0.0,0
491,217.0,0.0,1.0,0.0,0.0,3.0,0.0,12.011,47.86,0.0,140.0,380.0,253.8,266.0,0.0,18.0,78.0,0.0,1787.74,100,0,10.0,0.0,0
492,253.0,31.1,0.75,0.25,0.0,0.24,2.76,47.86,47.86,0.0,0.0,150.0,253.8,266.0,0.0,18.0,0.0,0.0,1787.74,150,100,10.0,40.0,0
493,253.0,31.1,0.75,0.25,0.0,0.24,2.76,47.86,47.86,0.0,0.0,150.0,253.8,266.0,0.0,18.0,78.0,0.0,1787.74,150,100,10.0,40.0,0
494,253.0,31.1,0.75,0.25,0.0,0.24,2.76,47.86,47.86,0.0,0.0,150.0,253.8,266.0,0.0,18.0,0.0,0.0,1787.74,150,100,10.0,40.0,0
495,253.0,31.1,0.75,0.25,0.0,0.24,2.76,47.86,47.86,0.0,0.0,150.0,253.8,266.0,0.0,18.0,0.0,0.0,1787.74,150,100,10.0,40.0,0
496,253.0,31.1,0.75,0.25,0.0,0.24,2.76,47.86,47.86,0.0,0.0,150.0,253.8,266.0,0.0,18.0,78.0,0.0,1787.74,150,100,10.0,40.0,0
497,253.0,31.1,0.75,0.25,0.0,0.24,2.76,47.86,47.86,0.0,0.0,150.0,253.8,266.0,0.0,18.0,78.0,0.0,1787.74,150,100,10.0,40.0,0
498,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,47.86,0.0,0.0,280.0,253.8,266.0,0.0,78.0,86.1,0.0,1787.74,85,0,10.0,0.0,0
499,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,47.86,0.0,0.0,850.0,253.8,266.0,0.0,78.0,86.1,0.0,1787.74,85,0,10.0,0.0,0
500,253.0,31.1,0.85,0.15,0.0,3.0,0.0,118.71,0.0,0.0,10.0,0.0,253.8,266.0,0.0,18.0,78.0,0.0,1787.74,100,0,10.0,0.0,0
501,217.0,0.0,1.0,0.0,0.0,3.0,0.0,157.15,35.45,0.0,30.0,5.0,253.8,266.0,0.0,91.0,0.0,0.0,1787.74,60,100,2.0,3.0,0
502,217.0,0.0,1.0,0.0,0.0,3.0,0.0,157.15,35.45,0.0,30.0,5.0,253.8,266.0,0.0,91.0,0.0,0.0,1787.74,60,100,2.0,3.0,0
503,217.0,0.0,1.0,0.0,0.0,3.0,0.0,157.15,35.45,0.0,30.0,5.0,253.8,266.0,0.0,91.0,0.0,0.0,1787.74,60,100,2.0,3.0,0
504,217.0,0.0,1.0,0.0,0.0,3.0,0.0,157.15,35.45,0.0,30.0,5.0,253.8,266.0,0.0,91.0,0.0,0.0,1787.74,60,100,2.0,3.0,0
505,217.0,0.0,1.0,0.0,0.0,3.0,0.0,157.15,35.45,0.0,30.0,5.0,253.8,266.0,0.0,91.0,0.0,0.0,1787.74,60,100,2.0,3.0,0
506,217.0,0.0,1.0,0.0,0.0,3.0,0.0,157.15,35.45,0.0,30.0,5.0,253.8,266.0,0.0,91.0,0.0,0.0,1787.74,60,100,2.0,3.0,0
507,217.0,0.0,1.0,0.0,0.0,3.0,0.0,157.15,35.45,0.0,30.0,5.0,253.8,266.0,0.0,91.0,0.0,0.0,1787.74,60,100,2.0,3.0,0
508,217.0,0.0,1.0,0.0,0.0,3.0,0.0,157.15,35.45,0.0,30.0,5.0,253.8,266.0,0.0,91.0,0.0,0.0,1787.74,60,100,5.0,0.0,0
509,217.0,0.0,1.0,0.0,0.0,3.0,0.0,157.15,35.45,0.0,30.0,5.0,253.8,266.0,0.0,91.0,0.0,0.0,1787.74,60,100,4.0,1.0,0
510,217.0,0.0,1.0,0.0,0.0,3.0,0.0,157.15,35.45,0.0,30.0,5.0,253.8,266.0,0.0,91.0,0.0,0.0,1787.74,60,100,3.0,2.0,0
511,217.0,0.0,1.0,0.0,0.0,3.0,0.0,157.15,35.45,0.0,30.0,5.0,253.8,266.0,0.0,91.0,0.0,0.0,1787.74,60,100,2.0,3.0,0
512,217.0,0.0,1.0,0.0,0.0,3.0,0.0,157.15,35.45,0.0,30.0,5.0,253.8,266.0,0.0,91.0,0.0,0.0,1787.74,60,100,1.0,4.0,0
513,217.0,0.0,1.0,0.0,0.0,3.0,0.0,157.15,35.45,0.0,30.0,5.0,253.8,266.0,0.0,91.0,0.0,0.0,1787.74,60,100,0.0,5.0,0
514,217.0,0.0,1.0,0.0,0.0,3.0,0.0,157.15,35.45,0.0,30.0,5.0,253.8,266.0,0.0,91.0,0.0,0.0,1787.74,60,100,2.0,3.0,0
515,217.0,0.0,1.0,0.0,0.0,1.0,2.0,157.15,35.45,0.0,30.0,5.0,253.8,266.0,0.0,91.0,0.0,0.0,1787.74,60,100,2.0,3.0,0
516,217.0,0.0,1.0,0.0,0.0,2.0,1.0,157.15,35.45,0.0,30.0,5.0,253.8,266.0,0.0,91.0,0.0,0.0,1787.74,60,100,2.0,3.0,0
517,253.0,0.0,1.0,0.0,0.0,3.0,0.0,157.15,35.45,0.0,30.0,5.0,253.8,266.0,0.0,91.0,0.0,0.0,1787.74,60,100,2.0,3.0,0
518,167.0,494.5,0.1,0.9,0.0,3.0,0.0,157.15,35.45,0.0,30.0,5.0,253.8,266.0,0.0,91.0,0.0,0.0,1787.74,60,100,2.0,3.0,0
519,217.0,0.0,1.0,0.0,0.0,3.0,0.0,720.64,360.45,0.0,25.0,6.0,18.0,0.0,0.0,18.0,78.0,0.0,157.15,100,0,10.0,0.0,0
520,217.0,0.0,1.0,0.0,0.0,3.0,0.0,334.8,720.64,360.45,0.5,25.0,18.0,0.0,0.0,18.0,78.0,0.0,157.15,100,0,10.0,0.0,0
521,217.0,0.0,1.0,0.0,0.0,3.0,0.0,334.8,720.64,360.45,1.0,25.0,18.0,0.0,0.0,18.0,78.0,0.0,157.15,100,0,10.0,0.0,0
522,217.0,0.0,1.0,0.0,0.0,3.0,0.0,334.8,720.64,360.45,2.0,25.0,18.0,0.0,0.0,18.0,78.0,0.0,157.15,100,0,10.0,0.0,1
523,217.0,0.0,1.0,0.0,0.0,3.0,0.0,334.8,720.64,360.45,3.0,25.0,18.0,0.0,0.0,18.0,78.0,0.0,157.15,100,0,10.0,0.0,0
524,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,47.86,0.0,80.0,300.0,253.8,266.0,0.0,253.8,0.0,0.0,1787.74,80,100,15.0,60.0,0
525,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,47.86,0.0,80.0,300.0,253.8,266.0,0.0,253.8,0.0,0.0,1787.74,80,100,15.0,60.0,0
526,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,47.86,0.0,80.0,300.0,253.8,266.0,0.0,253.8,0.0,0.0,1787.74,80,100,15.0,60.0,0
527,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,100.0,0.0,39.1,253.8,266.0,0.0,0.0,0.0,1787.74,70,150,10.0,50.0,0
528,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,100.0,0.0,39.1,253.8,266.0,0.0,0.0,0.0,1787.74,70,150,10.0,70.0,0
529,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,100.0,0.0,39.1,253.8,266.0,0.0,0.0,0.0,1787.74,70,150,10.0,90.0,0
530,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,100.0,0.0,39.1,253.8,266.0,0.0,0.0,0.0,1787.74,70,150,10.0,110.0,0
531,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,47.86,101.963,0.0,400.0,253.8,266.0,0.0,18.0,0.0,0.0,1787.74,100,0,45.0,0.0,0
532,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,47.86,0.0,50.0,200.0,253.8,266.0,0.0,18.0,0.0,0.0,1787.74,100,0,10.0,0.0,0
533,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,47.86,0.0,0.0,150.0,253.8,266.0,0.0,253.8,0.0,0.0,1787.74,40,100,3.0,10.0,0
534,253.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,47.86,0.0,0.0,150.0,253.8,266.0,0.0,253.8,0.0,0.0,1787.74,40,100,3.0,10.0,0
535,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,50.0,0.0,253.8,266.0,0.0,18.0,78.0,0.0,1787.74,110,0,20.0,0.0,0
536,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,50.0,0.0,253.8,266.0,0.0,18.0,78.0,0.0,1787.74,110,0,20.0,0.0,0
537,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,50.0,0.0,253.8,266.0,0.0,18.0,78.0,0.0,1787.74,110,0,20.0,0.0,0
538,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,50.0,0.0,253.8,266.0,0.0,18.0,78.0,0.0,1787.74,110,0,20.0,0.0,0
539,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,47.86,0.0,10.0,200.0,253.8,266.0,0.0,18.0,78.0,0.0,1787.74,60,100,1.0,5.0,0
540,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,47.86,0.0,10.0,200.0,0.0,0.0,0.0,18.0,78.0,0.0,1787.74,60,100,1.0,5.0,0
541,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,50.0,0.0,253.8,266.0,0.0,0.0,0.0,0.0,1787.74,100,0,30.0,0.0,0
542,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,50.0,0.0,253.8,266.0,0.0,0.0,0.0,0.0,1787.74,100,0,30.0,0.0,0
543,253.0,31.1,0.85,0.15,0.0,0.45,2.55,47.86,47.86,0.0,60.0,250.0,39.1,253.8,266.0,18.0,78.0,0.0,1787.74,100,0,60.0,0.0,1
544,253.0,31.1,0.85,0.15,0.0,0.45,2.55,47.86,47.86,0.0,60.0,250.0,39.1,253.8,266.0,18.0,78.0,0.0,1787.74,100,0,60.0,0.0,1
545,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,47.86,0.0,30.0,150.0,253.8,266.0,0.0,78.0,86.1,0.0,1787.74,100,0,10.0,0.0,0
546,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,60.0,0.0,253.8,266.0,0.0,18.0,0.0,0.0,1787.74,100,0,60.0,0.0,0
547,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,60.0,0.0,253.8,266.0,0.0,18.0,0.0,0.0,1787.74,100,0,60.0,0.0,0
548,217.0,0.0,1.0,0.0,0.0,3.0,0.0,910.9,0.0,0.0,50.0,0.0,253.8,0.0,0.0,18.0,78.0,0.0,70000.0,100,0,40.0,0.0,0
549,217.0,0.0,1.0,0.0,0.0,3.0,0.0,910.9,0.0,0.0,50.0,0.0,253.8,0.0,0.0,18.0,78.0,0.0,70000.0,100,0,40.0,0.0,0
550,217.0,0.0,1.0,0.0,0.0,3.0,0.0,910.9,0.0,0.0,50.0,0.0,253.8,0.0,0.0,18.0,78.0,0.0,70000.0,100,0,40.0,0.0,0
551,217.0,0.0,1.0,0.0,0.0,3.0,0.0,910.9,0.0,0.0,50.0,0.0,253.8,0.0,0.0,18.0,78.0,0.0,70000.0,100,0,40.0,0.0,0
552,217.0,0.0,1.0,0.0,0.0,3.0,0.0,910.9,0.0,0.0,50.0,0.0,253.8,0.0,0.0,18.0,78.0,0.0,70000.0,100,0,40.0,0.0,0
553,167.0,494.5,0.05,0.79,0.16,0.51,2.49,47.86,0.0,0.0,200.0,0.0,253.8,266.0,0.0,18.0,78.0,0.0,1787.74,100,0,60.0,0.0,0
554,167.0,494.5,0.1,0.747,0.153,0.51,2.49,47.86,910.9,0.0,100.0,0.0,253.8,266.0,0.0,18.0,78.0,0.0,1787.74,100,0,60.0,0.0,1
555,167.0,494.5,0.1,0.747,0.153,0.51,2.49,47.86,910.9,0.0,100.0,0.0,39.1,253.8,266.0,18.0,78.0,0.0,1787.74,100,0,60.0,0.0,1
556,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,47.86,0.0,50.0,0.0,253.8,266.0,0.0,18.0,78.0,0.0,1787.74,100,0,3.0,0.0,0
557,217.0,0.0,1.0,0.0,0.0,3.0,0.0,81.4,0.0,0.0,100.0,0.0,63.5,0.0,0.0,18.0,78.0,0.0,74.693,100,0,30.0,0.0,0
558,217.0,0.0,1.0,0.0,0.0,3.0,0.0,81.4,18.0,0.0,200.0,0.0,63.5,0.0,0.0,18.0,78.0,0.0,74.693,100,0,30.0,0.0,0
559,167.0,494.5,0.05,0.81,0.14,0.45,2.55,47.86,0.0,0.0,40.0,0.0,253.8,266.0,0.0,18.0,78.0,0.0,1787.74,110,0,20.0,0.0,0
560,167.0,494.5,0.05,0.81,0.14,0.45,2.55,47.86,0.0,0.0,40.0,0.0,253.8,266.0,0.0,18.0,78.0,0.0,1787.74,110,0,20.0,0.0,0
561,253.0,31.1,0.5,0.5,0.0,0.45,2.55,47.86,0.0,0.0,100.0,0.0,253.8,266.0,0.0,18.0,253.8,0.0,1787.74,150,110,10.0,40.0,0
562,253.0,31.1,0.5,0.5,0.0,0.45,2.55,47.86,0.0,0.0,100.0,0.0,253.8,266.0,0.0,18.0,78.0,253.8,1787.74,150,110,10.0,40.0,0
563,253.0,31.1,0.5,0.5,0.0,0.45,2.55,47.86,0.0,0.0,100.0,0.0,253.8,266.0,0.0,18.0,78.0,253.8,1787.74,150,110,10.0,40.0,0
564,253.0,31.1,0.5,0.5,0.0,0.45,2.55,47.86,0.0,0.0,100.0,0.0,253.8,266.0,0.0,18.0,78.0,253.8,1787.74,150,110,10.0,40.0,0
565,100.02,0.0,2.0,0.0,0.0,4.0,0.0,47.86,47.86,0.0,50.0,0.0,39.1,253.8,266.0,18.0,78.0,0.0,1787.74,105,0,50.0,0.0,0
566,100.02,31.1,2.0,2.0,0.0,10.0,0.0,47.86,47.86,0.0,50.0,0.0,39.1,253.8,266.0,18.0,78.0,0.0,1787.74,105,0,50.0,0.0,0
567,100.02,31.1,2.0,4.0,0.0,16.0,0.0,47.86,47.86,0.0,50.0,0.0,39.1,253.8,266.0,18.0,78.0,0.0,1787.74,105,0,50.0,0.0,0
568,100.02,31.1,2.0,6.0,0.0,22.0,0.0,47.86,47.86,0.0,50.0,0.0,39.1,253.8,266.0,18.0,78.0,0.0,1787.74,105,0,50.0,0.0,0
569,100.02,31.1,2.0,8.0,0.0,28.0,0.0,47.86,47.86,0.0,50.0,0.0,39.1,253.8,266.0,18.0,78.0,0.0,1787.74,105,0,50.0,0.0,0
570,100.02,31.1,2.0,10.0,0.0,34.0,0.0,47.86,47.86,0.0,50.0,0.0,39.1,253.8,266.0,18.0,78.0,0.0,1787.74,105,0,50.0,0.0,0
571,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,47.86,0.0,50.0,0.0,39.1,253.8,266.0,18.0,78.0,0.0,1787.74,105,0,50.0,0.0,0
572,56.06,0.0,2.0,0.0,0.0,4.0,0.0,47.86,47.86,0.0,50.0,0.0,39.1,253.8,266.0,18.0,78.0,0.0,1787.74,105,0,50.0,0.0,0
573,217.0,56.06,2.0,4.0,0.0,10.0,0.0,47.86,47.86,0.0,50.0,0.0,39.1,253.8,266.0,18.0,78.0,0.0,1787.74,105,0,50.0,0.0,0
574,217.0,56.06,2.0,4.0,0.0,16.0,0.0,47.86,47.86,0.0,50.0,0.0,39.1,253.8,266.0,18.0,78.0,0.0,1787.74,105,0,50.0,0.0,0
575,217.0,56.06,2.0,6.0,0.0,22.0,0.0,47.86,47.86,0.0,50.0,0.0,39.1,253.8,266.0,18.0,78.0,0.0,1787.74,105,0,50.0,0.0,0
576,217.0,56.06,2.0,8.0,0.0,28.0,0.0,47.86,47.86,0.0,50.0,0.0,39.1,253.8,266.0,18.0,78.0,0.0,1787.74,105,0,50.0,0.0,0
577,217.0,56.06,2.0,10.0,0.0,34.0,0.0,47.86,47.86,0.0,50.0,0.0,39.1,253.8,266.0,18.0,78.0,0.0,1787.74,105,0,50.0,0.0,0
578,128.162,0.0,2.0,0.0,0.0,4.0,0.0,47.86,47.86,0.0,50.0,0.0,39.1,253.8,266.0,18.0,78.0,0.0,1787.74,105,0,50.0,0.0,0
579,128.162,31.1,2.0,2.0,0.0,10.0,0.0,47.86,47.86,0.0,50.0,0.0,39.1,253.8,266.0,18.0,78.0,0.0,1787.74,105,0,50.0,0.0,0
580,128.162,31.1,2.0,4.0,0.0,16.0,0.0,47.86,47.86,0.0,50.0,0.0,39.1,253.8,266.0,18.0,78.0,0.0,1787.74,105,0,50.0,0.0,0
581,128.162,31.1,2.0,6.0,0.0,22.0,0.0,47.86,47.86,0.0,50.0,0.0,39.1,253.8,266.0,18.0,78.0,0.0,1787.74,105,0,50.0,0.0,0
582,128.162,31.1,2.0,8.0,0.0,28.0,0.0,47.86,47.86,0.0,50.0,0.0,39.1,253.8,266.0,18.0,78.0,0.0,1787.74,105,0,50.0,0.0,0
583,128.162,31.1,2.0,10.0,0.0,34.0,0.0,47.86,47.86,0.0,50.0,0.0,39.1,253.8,266.0,18.0,78.0,0.0,1787.74,105,0,50.0,0.0,0
584,217.0,0.0,1.0,0.0,0.0,3.0,0.0,118.71,0.0,0.0,40.0,0.0,253.8,266.0,0.0,78.0,0.0,0.0,1787.74,130,0,10.0,0.0,0
585,217.0,0.0,1.0,0.0,0.0,3.0,0.0,118.71,0.0,0.0,40.0,0.0,253.8,266.0,0.0,78.0,0.0,0.0,1787.74,130,0,10.0,0.0,0
586,217.0,0.0,1.0,0.0,0.0,3.0,0.0,118.71,0.0,0.0,40.0,0.0,253.8,266.0,0.0,78.0,0.0,0.0,1787.74,130,0,10.0,0.0,0
587,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,50.0,0.0,253.8,266.0,0.0,18.0,78.0,0.0,56.06,70,100,3.0,10.0,0
588,217.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,50.0,0.0,253.8,266.0,0.0,18.0,78.0,0.0,1787.74,70,100,4.0,10.0,0
589,167.0,0.0,1.0,0.0,0.0,2.0,1.0,47.86,0.0,0.0,50.0,0.0,253.8,266.0,0.0,78.0,0.0,0.0,1787.74,35,120,15.0,60.0,0
590,167.0,0.0,1.0,0.0,0.0,2.0,1.0,47.86,0.0,0.0,50.0,0.0,253.8,266.0,0.0,78.0,0.0,0.0,1787.74,35,120,15.0,60.0,0
591,167.0,0.0,1.0,0.0,0.0,2.0,1.0,47.86,0.0,0.0,50.0,0.0,253.8,266.0,0.0,78.0,0.0,0.0,1787.74,35,120,15.0,60.0,0
592,167.0,0.0,1.0,0.0,0.0,2.0,1.0,47.86,0.0,0.0,50.0,0.0,253.8,266.0,0.0,78.0,0.0,0.0,1787.74,35,120,15.0,60.0,0
593,167.0,0.0,1.0,0.0,0.0,2.0,1.0,47.86,0.0,0.0,50.0,0.0,253.8,266.0,0.0,78.0,0.0,0.0,1787.74,35,120,15.0,60.0,0
594,167.0,0.0,1.0,0.0,0.0,2.0,1.0,47.86,0.0,0.0,50.0,0.0,253.8,266.0,0.0,78.0,0.0,0.0,1787.74,35,120,15.0,60.0,0
595,167.0,0.0,1.0,0.0,0.0,2.0,1.0,47.86,0.0,0.0,50.0,0.0,253.8,266.0,0.0,78.0,0.0,0.0,1787.74,35,120,15.0,60.0,0
596,167.0,0.0,1.0,0.0,0.0,2.0,1.0,47.86,0.0,0.0,50.0,0.0,253.8,266.0,0.0,78.0,0.0,0.0,1787.74,35,120,15.0,60.0,0
597,167.0,0.0,1.0,0.0,0.0,2.0,1.0,47.86,0.0,0.0,50.0,0.0,253.8,266.0,0.0,253.8,0.0,0.0,1787.74,35,120,15.0,60.0,0
598,167.0,0.0,1.0,0.0,0.0,2.0,1.0,47.86,0.0,0.0,50.0,0.0,253.8,266.0,0.0,253.8,0.0,0.0,1787.74,35,120,15.0,60.0,0
599,167.0,0.0,1.0,0.0,0.0,2.0,1.0,47.86,0.0,0.0,50.0,0.0,253.8,266.0,0.0,253.8,0.0,0.0,1787.74,35,120,15.0,60.0,0
600,167.0,0.0,1.0,0.0,0.0,2.0,1.0,47.86,0.0,0.0,50.0,0.0,253.8,266.0,0.0,253.8,0.0,0.0,1787.74,35,120,15.0,60.0,0
601,167.0,0.0,1.0,0.0,0.0,2.0,1.0,47.86,0.0,0.0,50.0,0.0,253.8,266.0,0.0,253.8,0.0,0.0,1787.74,35,120,15.0,60.0,0
602,167.0,0.0,1.0,0.0,0.0,1.0,2.0,47.86,0.0,0.0,50.0,0.0,253.8,266.0,0.0,78.0,0.0,0.0,1787.74,35,120,15.0,60.0,0
603,167.0,0.0,1.0,0.0,0.0,1.0,2.0,47.86,0.0,0.0,50.0,0.0,253.8,266.0,0.0,78.0,0.0,0.0,1787.74,35,120,15.0,60.0,0
604,167.0,0.0,1.0,0.0,0.0,1.0,2.0,47.86,0.0,0.0,50.0,0.0,253.8,266.0,0.0,78.0,0.0,0.0,1787.74,35,120,15.0,60.0,0
605,167.0,0.0,1.0,0.0,0.0,1.0,2.0,47.86,0.0,0.0,50.0,0.0,253.8,266.0,0.0,78.0,0.0,0.0,1787.74,35,120,15.0,60.0,0
606,167.0,0.0,1.0,0.0,0.0,1.0,2.0,47.86,0.0,0.0,50.0,0.0,253.8,266.0,0.0,78.0,0.0,0.0,1787.74,35,120,15.0,60.0,0
607,167.0,0.0,1.0,0.0,0.0,1.0,2.0,47.86,0.0,0.0,50.0,0.0,253.8,266.0,0.0,78.0,0.0,0.0,1787.74,35,120,15.0,60.0,0
608,167.0,0.0,1.0,0.0,0.0,1.0,2.0,47.86,0.0,0.0,50.0,0.0,253.8,266.0,0.0,253.8,0.0,0.0,1787.74,35,120,15.0,60.0,0
609,167.0,0.0,1.0,0.0,0.0,1.0,2.0,47.86,0.0,0.0,50.0,0.0,253.8,266.0,0.0,253.8,0.0,0.0,1787.74,35,120,15.0,60.0,0
610,167.0,0.0,1.0,0.0,0.0,1.0,2.0,47.86,0.0,0.0,50.0,0.0,253.8,266.0,0.0,253.8,0.0,0.0,1787.74,35,120,15.0,60.0,0
611,167.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,50.0,0.0,253.8,266.0,0.0,78.0,0.0,0.0,1787.74,35,120,15.0,60.0,0
612,167.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,50.0,0.0,253.8,266.0,0.0,78.0,0.0,0.0,1787.74,35,120,15.0,60.0,0
613,167.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,50.0,0.0,253.8,266.0,0.0,78.0,0.0,0.0,1787.74,35,120,15.0,60.0,0
614,167.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,50.0,0.0,253.8,266.0,0.0,78.0,0.0,0.0,1787.74,35,120,15.0,60.0,0
615,167.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,50.0,0.0,253.8,266.0,0.0,78.0,0.0,0.0,1787.74,35,120,15.0,60.0,0
616,167.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,50.0,0.0,253.8,266.0,0.0,78.0,0.0,0.0,1787.74,35,120,15.0,60.0,0
617,167.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,50.0,0.0,253.8,266.0,0.0,253.8,0.0,0.0,1787.74,35,120,15.0,60.0,0
618,167.0,0.0,1.0,0.0,0.0,3.0,0.0,47.86,0.0,0.0,50.0,0.0,253.8,266.0,0.0,253.8,0.0,0.0,1787.74,35,120,15.0,60.0,0
